Talker,Vowel,Token,Trial,Location,Quantity,F1,F2,F3
SW_048,oa1,3,563,35,long,311.230052146405,461.595018245359,2548.56542096823
SW_048,oa1,3,563,50,long,384.54901169321,506.468754209359,2539.01345068394
SW_048,oa1,3,563,65,long,353.762536562771,749.584236840681,2667.89970135692
SW_048,oa1,3,563,80,long,404.351255583295,801.167217803343,2771.76350673324
SW_048,oa1,4,564,20,long,275,437.153214651364,2547.01147681383
SW_048,oa1,4,564,35,long,386.12705587727,592.490316852363,2503.65287111122
SW_048,oa1,4,564,50,long,375.452463150098,679.722036678885,2621.31048792467
SW_048,oa1,4,564,65,long,398.919033404533,834.302709708478,2694.37161488315
SW_048,oa1,4,564,80,long,395.812077104838,796.087322085083,2793.38940716473
SW_048,oa1,5,565,20,long,303.79932380653,1747.04649760562,3077.12858091621
SW_048,oa1,5,565,35,long,403.748571465969,2511.23009516799,3227.65237434895
SW_048,oa1,5,565,50,long,397.149313041344,1834.79975697567,3291.1026103572
SW_048,oa1,5,565,65,long,422.784461259414,826.673992022467,2674.44764836514
SW_048,oa1,5,565,80,long,706,904.216955049919,2859.2032339099
SW_048,oa1,6,566,20,long,418.813289609583,2523.55495328893,2476
SW_048,oa1,6,566,35,long,406.439205180989,2341.60352711393,2597.82872323114
SW_048,oa1,6,566,50,long,385.843875870367,771.358654736951,2674.17401049023
SW_048,oa1,6,566,65,long,380.942216747888,815.783564727995,2698.84118873999
SW_048,oa1,6,566,80,long,565.056404252232,934.507720113508,2844.28773036187
SW_048,oa1,7,567,20,long,481.220190678344,2503.46385525115,2972.01995011974
SW_048,oa1,7,567,35,long,375.144639445934,596.323307245773,2566.40255922129
SW_048,oa1,7,567,50,long,375.040161683174,650.097366858287,2618.85069305807
SW_048,oa1,7,567,65,long,385.461992282039,794.927470083811,2652.18869223349
SW_048,oa1,7,567,80,long,534.624934520441,858.628166812209,2757.08893111029
SW_048,oa1,8,568,20,long,495.142804970064,2393.46612257814,2878.9387754248
SW_048,oa1,8,568,35,long,358.889277351112,487.652918083859,2379.40074498508
SW_048,oa1,8,568,50,long,378.375361103594,625.619696708049,2432.10636923574
SW_048,oa1,8,568,65,long,385.65862717753,777.485269338543,2524.83334465693
SW_048,oa1,8,568,80,long,422.666840028671,769.139070974551,2710.70588409347
SW_048,oa1,9,569,20,long,329.126797411074,597.541823302029,2505.91639584011
SW_048,oa1,9,569,35,long,410.656808213035,2533.74003966381,2922.02724049728
SW_048,oa1,9,569,50,long,401.444461972359,482.443322299015,2568.62645741647
SW_048,oa1,9,569,65,long,402.900808451402,810.661949233698,2679.81148060053
SW_048,oa1,9,569,80,long,463.333590359846,825.249986389428,2722.75455601032
SW_048,oa1,10,570,20,long,417.02121930291,493.960537845196,2473.78493850776
SW_048,oa1,10,570,35,long,411.887989584533,489.545514536573,2525.43885574819
SW_048,oa1,10,570,50,long,419.879317379287,468.005772007882,2588.59406423706
SW_048,oa1,10,570,65,long,343.575575237997,794.031306042453,2655.73994715461
SW_048,oa1,10,570,80,long,333,1381.48841481078,2671.41512269308
